# LBCH-2026-001 — CAUSAL PARTITION of the sigCheck over-bills vs BCHN.
#
# WHAT THIS SUPERSEDES. conformance/evidence/LBCH-2026-001-threeway.tsv reported "LeanBCH over-bills
# BCHN on 2,384 of 4,467 vectors". That number is measured against a BROKEN COMPARAND and must not
# be cited. BCHN's VerifyScript (bchn-src/src/script/interpreter.cpp:2677) accumulates into a LOCAL
# 'metrics' (:2691) and copies it to the caller's 'metricsOut' at exactly two sites, :2745 and :2794,
# BOTH success returns (upstream's own comment at :2744 reads "must set metricsOut for all successful
# returns"). Every failure return leaves metricsOut untouched. bch-conformance's bchn-leg passes a
# default-constructed object (legs/bchn/bchn-leg.cpp:315) and reads it unconditionally (:323-325), so
# on EVERY reject it reports 0/0/0 — an initializer, not a measurement.
# MEASURED, not inferred: over all 5,803 vectors of the 11 signature families under --mode consensus,
# the leg's 3,453 rejects span 9 distinct native_error classes and have exactly ONE distinct metric
# signature: op_cost=0, hash_iters=0, sig_checks=0, op_cost_limit=null. Positive control: op_cost_limit
# is populated on 2,350/2,350 accepts and 0/3,453 rejects — the SetScriptLimits(:2695)-copied-only-on-
# success signature. 'ruwzjq' is self-refuting: rejected for "VM cost limit exceeded" at op_cost=0.
#
# HOW THE COMPARAND WAS REPAIRED. A new instrument, bchn-partial-probe, transcribes VerifyScript's
# body verbatim (same flags, same order, same EvalScript calls, same P2SH / CLEANSTACK /
# INPUT_SIGCHECKS gates) with ONE change: the metrics object is the caller's, so BCHN's real accrual
# up to its error point is observable. BCHN's sources are NOT modified; it links the same static libs.
# PROBE VALIDATION (before any use): over all 5,803 vectors it agrees with bchn-leg on 5,803/5,803
# verdicts, on the native_error string for all 3,453 rejects, and on all three metrics for all 2,350
# accepts. Source: conformance/evidence/bchn-partial-probe.cpp (committed alongside this file).
#
# DRIVER VALIDATION (before any use): costprobe + the libauth driver reproduce all 1,486 rows of
# LBCH-2026-001-fix-deltas.tsv on three independent columns (sigChecksAfter, libauthSigChecks,
# opCostAfter) with 0 mismatches, and the libauth driver reproduces the 0u4tu8 root-cause witness
# exactly (sigChecks 1, hashIters 22, instr 25, stackPushedBytes 1054).
# All four published triples were REPRODUCED before being partitioned: vs libauth before
# (2229,1912,326) after (2799,1342,326); vs BCHN-leg before (1549,2594,324) after (1759,2384,324).
#
# THE PARTITION of the 2,384 leg-reported over-bills (disjoint; sums to 2,384):
#   436  A-leg-artifact-agree   LeanBCH's count EQUALS BCHN's real accrual. Pure instrument artifact.
#   638  B1-sig-verify-fail     BCHN aborted at SIG_NULLFAIL: a non-empty signature failed verification.
#  1052  B2-sig-encoding-fail   BCHN aborted at SIG_HASHTYPE (666) / SIG_NONSCHNORR (276) /
#                               SIG_BADLENGTH (110): a non-empty signature failed encoding.
#    26  D1-pubkey-encoding-fail BCHN aborted at PUBKEYTYPE — the PUBKEY, not a signature, was malformed.
#   232  D2-checkbits-malformed BCHN aborted at INVALID_BIT_COUNT (228) / INVALID_BITFIELD_SIZE (4),
#                               before reaching any signature at all.
#   ----
#  2384  total.  1,948 of these are GENUINE over-bills against BCHN's real accrual; 436 are not.
#
# MECHANISM (source-verified, both paths). BCHN tallies a signature check only AFTER that check has
# passed. Schnorr multisig: encoding check interpreter.cpp:1598, CheckSig :1606, NULLFAIL return
# :1611, and only then TallySigChecks(1) at :1616. Legacy ECDSA multisig: the NULLFAIL return sits at
# :1686, BEFORE the bulk TallySigChecks(nKeysCount) at :1692 — so a failed ECDSA multisig with a
# non-null signature tallies NOTHING, not nKeysCount. Every one of the 7 error classes above is raised
# only inside case OP_CHECKSIG/VERIFY (:1399-1448), OP_CHECKDATASIG/VERIFY (:1449-1495) or
# OP_CHECKMULTISIG/VERIFY (:1496-1710) — verified by grepping every ScriptError:: raise site.
# LeanBCH bills the leading non-empty signature run; BCHN's accrual stops at, and EXCLUDES, the first
# failing signature. Hence LeanBCH >= BCHN on all 1,948, delta 1..20, measured, never below.
#
# SOUNDNESS, against the REPAIRED comparand: LeanBCH under-bills BCHN on 324 vectors; all 324 are
# vectors LeanBCH REJECTS and BCHN accepts; 0 occur on a LeanBCH accept. On the 1,547 vectors BOTH
# engines accept, LeanBCH equals BCHN on sigChecks 1,547/1,547 exactly.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 9331052, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchnLeg = bch-conformance @ 729884e, legs/bchn/bchn-leg --mode consensus
#   bchnTrue= bchn-partial-probe (this repo, conformance/evidence/bchn-partial-probe.cpp),
#             linking bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), kBlockFlags
#   libauth = @bitauth/libauth 3.1.0-next.8 (LeanBCH/optimizer/node_modules),
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = bchd-src/txscript/data/vmb_tests @ 1c26e26, bch_2026_{standard,nonstandard,invalid},
#             the 11 signature families: 5,803 vectors, 4,467 metric-comparable.
#   Measured 2026-07-21.
#
# cause: agree | A-leg-artifact-agree | B1-* | B2-* | D1-* | D2-* | X-over-on-bchn-accept | U-under-bill
# bchnLegSig is what bch-conformance's leg reports (0 on every reject — DO NOT compare against it).
# bchnTrueSig is BCHN's real accrual at its stopping point. Compare against THAT.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	bchnLegSig	bchnTrueSig	delta	cause	bchnStopReason	bchnPhase	leanHash	bchnTrueHash	leanOpCost	bchnTrueOpCost
s00zck	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
s0cta8	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	27	61	189217	191394
s0s5y3	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	20	22	109796	109926
s20wqr	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27913	1592
s26tsj	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29369	111194
s2qy88	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28996	2676
s2zad5	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28602	2282
s363kt	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54517	1877
s38035	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107827	107827
s38nl3	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27484	27484
s3ec3g	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109601	109731
s3m7w9	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27535	27535
s4d8y9	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	24	4	162724	2758
s5759z	core.signing-serialization	invalid	0	1	reject	8	8	0	0	0	8	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	28	5	215340	3052
s5mju3	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	20	0	161870	1904
s5rwg8	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136274	137171
s60ddr	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27845	27844
s6vluk	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29393	111218
s7fqve	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215340	216494
s7frsp	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109577	109707
s7lnts	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	27	61	189185	191362
s7rgwn	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28495	109698
s7wfsw	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
s7x7cd	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	2	0	agree	-	ok	6	7	53703	53768
s8man9	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27543	27543
s8mqmf	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
s8ph9y	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29369	111194
s8xfud	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	20	36	214130	215156
s8zuvq	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108436	1580
s92k6d	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27877	1556
s92p23	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	2	27992	1607
s9cvuz	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	0	2	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	7	3	53817	1561
s9gyry	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107792	936
s9qrvz	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	20	36	214135	215161
s9uhks	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	8	28508	2572
s9xqta	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
sa0yth	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215345	216499
saufrl	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	2	0	agree	-	ok	4	10	53096	53481
saylkd	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136298	137195
scdthk	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27906	27905
scezfg	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	4	4	27506	27506
scnvgl	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27906	27905
scp73w	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	2	0	agree	-	ok	4	5	53067	53132
sctlr8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	3	28049	1729
sd0qqt	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	27	61	189151	191328
sd66v4	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27415	27415
sdah4m	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	9	28641	2705
sdjg94	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54516	1876
sdmcyy	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59094	5302
sdvhy8	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28972	2652
sehlq9	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107790	107790
setezd	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27431	27431
sex378	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27533	27533
sey2nd	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	24	26	162663	162793
sf4ms2	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26925	26925
sf5g49	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80547	81060
sf6e9f	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136274	137171
sfph5z	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27521	27521
sfqanv	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80545	81058
sfv3ph	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	0	0	0	1	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	21	10	30862	4158
sfy3zk	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	8	3	27928	1608
sg9dzy	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	0	2	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	6	2	53673	1417
sgh4m4	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109577	109707
sgp80j	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29068	2684
sgpyal	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28495	109698
sgxe4t	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	24	26	162663	162793
sh24zw	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27437	27437
sh5t49	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215321	216475
shhh2m	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	12	59104	5312
shkqq3	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28617	2297
shxlyq	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108380	108380
sj54sk	core.signing-serialization	invalid	0	0	reject	3	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	12	5	29465	3017
sj6pjn	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27523	27523
sjt6q0	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28471	109674
sk5u6w	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79784	80297
skh2jr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	3	54534	1894
skm0vg	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215116	216142
skvrmy	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215116	216142
skvurv	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	9	28602	2666
skxgkf	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27845	27844
skz84k	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28972	2652
skzw0z	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28567	2247
sl4q4y	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	3	56060	3548
sldldc	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	11	11	28521	28521
slw97c	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109105	109235
sm4ft5	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	20	36	214135	215161
smm2ff	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	8	3	28055	1735
smn26z	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27401	27401
smplpy	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	23	39	136493	137518
smvmcp	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	24	26	162663	162793
sn5pp3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	3	54517	1877
snpzq2	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28567	2247
snqczl	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79783	80296
snynk3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54517	1877
sp4q2p	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	0	0	0	1	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	21	10	30862	4158
sp8603	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108380	108380
spcc0e	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	12	30	29494	111447
spjk90	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108447	108447
spm2kn	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	20	3	109820	2282
spye9e	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215340	216494
sq2sry	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29393	111218
sqd9gd	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27381	27381
sqnqmv	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	12	30	29489	111442
sqvgwe	core.signature-checking.multisig.m-of-20	standard	1	0	accept	20	9	9	9	9	0	agree	-	ok	138	147	248531	249108
sqz2ua	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29068	2684
srd6zh	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	20	36	214135	215161
srmf6p	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	24	4	162663	2697
srue73	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108412	1556
ss2fl8	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
sszdw8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	15	80516	2644
st7lna	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	1	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	27	59080	32248
st7nud	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136274	137171
stfna8	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	8	3	27952	1632
su2xll	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	3	54510	1870
su407c	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108434	108434
surmxr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54524	1884
sutftt	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
suu3em	core.signature-checking.multisig.m-of-3	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	12	79785	79914
sv5kzl	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79784	80297
sv60pk	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27891	1570
svs8gx	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108380	108380
sw9wen	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27405	27405
swkqf9	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109100	109230
swqgnl	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	5	29369	2985
swt5f7	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28628	2308
sx7cjr	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27381	27381
sxjf4s	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27889	1568
sxw2sz	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54541	1901
sxzjk5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	3	80540	1900
sykyh4	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	17	19	161609	161739
syq8af	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26919	26919
syrzxs	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
szpnny	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54516	1876
szpt0d	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108439	108439
t027uf	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162434	162564
t05ak3	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27889	1568
t0ju56	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
t0mdhn	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	8	28506	2570
t0z6jt	core.benchmarks.signature-checking.p2pk	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	5	5	26719	26719
t2ffsw	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27438	27438
t2gr83	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80546	81059
t2kc3h	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	8	27992	27991
t2p90t	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27511	27511
t2pzrl	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27901	1580
t2uccl	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28639	2319
t2vsem	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	10	26	29097	110789
t2w5d4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54547	1907
t2zpqe	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	0	2	D1-pubkey-encoding-fail	Public key is neither compressed or uncompressed	eval_redeem	8	9	53928	1992
t3ft07	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28567	2247
t3svfy	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	9	28580	2644
t3udkc	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109110	109240
